"","imdbId","movieId","title","genres","tmdbId","adult","overview","popularity","poster_path"
"2148","tt0086856",3070,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)","Adventure|Comedy|Sci-Fi",11379,"False","Adventurer/surgeon/rock musician Buckaroo Banzai and his band of men, the Hong Kong Cavaliers, take on evil alien invaders from the 8th dimension.","7.778445","http://image.tmdb.org/t/p/w185//zaIvuZWPtmyQvsYMeLtox4vTlD2.jpg"
"2149","tt0086859",3206,"Against All Odds (1984)","Romance",22160,"False","She was a beautiful fugitive. Fleeing from corruption. From power. He was a professional athlete past his prime. Hired to find her, he grew to love her. Love turned to obsession. Obsession turned to murder. And now the price of freedom might be nothing less than their lives.","3.027195","http://image.tmdb.org/t/p/w185//vhAWYo9ao2INJaLXDRbK7bVzLcX.jpg"
"2150","tt0086873",8610,"All of Me (1984)","Comedy|Fantasy",10631,"False","Just before stubborn millionaire Edwina Cutwater dies, she asks her uptight lawyer, Roger Cobb to amend her will so that her soul will pass to the young, vibrant Terry Hoskins – but the spiritual transference goes awry. Edwina enters Roger's body instead, forcing him to battle Edwina for control of his own being.","9.335812","http://image.tmdb.org/t/p/w185//k6z49N7FL8jlY0IG14wMmlOZFxa.jpg"
"2151","tt0086879",1225,"Amadeus (1984)","Drama",279,"False","The incredible story of genius musician Wolfgang Amadeus Mozart, told in flashback by his peer and secret rival Antonio Salieri – now confined to an insane asylum.","12.677592","http://image.tmdb.org/t/p/w185//flnoqdC38mbaulAeptjynOFO7yi.jpg"
"2152","tt0086927",3525,"Bachelor Party (1984)","Comedy",12309,"False","This outrageously funny look at one man's final moments of bachelorhood stars Tom Hanks as Rick, reluctant recipient of a bachelor bash given by a group of friends who view partying as their full-time religion. Rick's worried fiancée, Debbie (Tawny Kitaen), dresses up in disguise and crashes the party to spy on her future husband.","5.511756","http://image.tmdb.org/t/p/w185//truIlGNy9H8mmSzIu626ZYcZJHg.jpg"
"2153","tt0086960",4085,"Beverly Hills Cop (1984)","Action|Comedy|Crime|Drama",90,"False","Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.","8.503483","http://image.tmdb.org/t/p/w185//s7n0rS2Ff85SuSpqYG3ndkmdQf4.jpg"
"2154","tt0086969",3342,"Birdy (1984)","Drama|War",11296,"False","Two young men are seriously affected by the Vietnam war. One of them has always been obsessed with birds - but now believes he really is a bird, and has been sent to a mental hospital. Can his friend help him pull through?","16.243093","http://image.tmdb.org/t/p/w185//4O4uGfudufMXw7sNUJXJorCGcR3.jpg"
"2155","tt0086973",2259,"Blame It on Rio (1984)","Comedy|Romance",14347,"False","Matthew Hollis is man on holiday in Rio with his best friend. Both men have teenage daughters with them. When Matthew falls for his best friend's amorous daughter named Jennifer, they embark on a secret, if slightly one-sided relationship. Jennifer's father is furious when he finds out about the 'older man' in his daughter's life, and sets out to hunt him down with the aid of Matthew!","7.643886","http://image.tmdb.org/t/p/w185//34Rg7Eh9TxdKweL0Ugba0HElgAF.jpg"
"2156","tt0086979",3683,"Blood Simple (1984)","Crime|Drama|Film-Noir",11368,"False","The owner of a seedy small-town Texas bar discovers that one of his employees is having an affair with his wife. A chaotic chain of misunderstandings, lies and mischief ensues after he devises a plot to have them murdered.","8.884","http://image.tmdb.org/t/p/w185//xz1p33UMrcPPOGP1vzlRwLVR6k0.jpg"
"2157","tt0086984",7616,"Body Double (1984)","Mystery|Thriller",11507,"False","After losing an acting role and his girlfriend, Jake Scully finally catches a break: he gets offered a gig house-sitting in the Hollywood Hills. While peering through the beautiful home's telescope one night, he spies a gorgeous blonde dancing in her window. But when he witnesses the girl's murder, it leads Scully through the netherworld of the adult entertainment industry on a search for answers -- with porn actress Holly Body as his guide.","9.836894","http://image.tmdb.org/t/p/w185//9bXkxtLrUiMrNOBfuYBqxRItDT9.jpg"
"2158","tt0086993",4000,"Bounty, The (1984)","Adventure|Drama",2669,"False","The familiar story of Lieutenant Bligh, whose cruelty leads to a mutiny on his ship. This version follows both the efforts of Fletcher Christian to get his men beyond the reach of British retribution, and the epic voyage of Lieutenant Bligh to get his loyalists safely to East Timor in a tiny lifeboat.","7.492912","http://image.tmdb.org/t/p/w185//hXFXIc6F4NXI5emWCKcUwqEPjIZ.jpg"
"2159","tt0086998",6349,"Breakin' (1984)","Drama|Musical",15259,"False","A struggling young dancer joins forces with two breakdancers and together they become a street sensation.","2.598283","http://image.tmdb.org/t/p/w185//btZeyuVPpD8jtsf5E2rEzLl6C4C.jpg"
"2160","tt0086999",6348,"Breakin' 2: Electric Boogaloo (1984)","Musical",17464,"False","The dance crew from ""Breakin'"" bands together to save a community center from a greedy developer bent on building a shopping center in its place.","7.43009","http://image.tmdb.org/t/p/w185//lJM6ihKdiVAJs3bbQ3JJjVwg1wC.jpg"
"2161","tt0087003",7983,"Broadway Danny Rose (1984)","Comedy",12762,"False","A hapless talent manager named Danny Rose, by helping a client, gets dragged into a love triangle involving the mob. His story is told in flashback, an anecdote shared amongst a group of comedians over lunch at New York's Carnegie Deli. Rose's one-man talent agency represents countless incompetent entertainers, including a one-legged tap dancer, and one slightly talented one: washed-up lounge singer Lou Canova (Nick Apollo Forte), whose career is on the rebound.","5.892277","http://image.tmdb.org/t/p/w185//zqMUSxMUGb9cq4nk8OZfAJkoe8B.jpg"
"2162","tt0087004",3700,"Brother from Another Planet, The (1984)","Drama|Sci-Fi",26889,"False","An alien slave crashes lands in New York city while being pursued by two Men in Black bounty hunters. His attempt to find a place for himself on earth parallels that of the immigrant experience.","2.02372","http://image.tmdb.org/t/p/w185//zTFQp8n7XAdIV3SkLIMpAIJEtmH.jpg"
"2163","tt0087015",4222,"C.H.U.D. (1984)","Horror",23730,"False","A rash of bizarre murders in New York City seems to point to a group of grotesquely deformed vagrants living in the sewers. A courageous policeman, a photo journalist and his girlfriend, and a nutty bum, who seems to know a lot about the creatures, band together to try and determine what the creatures are and how to stop them.","4.412794","http://image.tmdb.org/t/p/w185//m3lzx4L9EUJ3owA83EKNOrz7zS0.jpg"
"2164","tt0087032",4397,"Cannonball Run II (1984)","Action|Comedy",11950,"False","The original characters from the first Cannonball Run movie compete in an illegal race across the country once more in various cars and trucks.","5.305197","http://image.tmdb.org/t/p/w185//6Z5wXVG5V05WigfjMXGm87ipkvZ.jpg"
"2165","tt0087042",5428,"Cheech & Chong's The Corsican Brothers (1984)","Comedy",14774,"False","Two brothers who can feel each others' pain and pleasure mess up the French revolution.","3.767854","http://image.tmdb.org/t/p/w185//xYlE4EHq6pzGwEr2WWCS6F5F00p.jpg"
"2166","tt0087050",2122,"Children of the Corn (1984)","Horror|Thriller",10823,"False","A boy preacher named Isaac goes to a town in Nebraska called Gatlin and gets all the children to murder every adult in town.","11.84696","http://image.tmdb.org/t/p/w185//zH77CDSRPeYfZZJyyKSt84j62m8.jpg"
"2167","tt0087054",26501,"Choose Me (1984)","Comedy|Romance",42086,"False","Several lost-soul night-owls, including a nightclub owner, a talkback radio relationships counseller, and an itinerant stranger have encounters that expose their contradictions and anxieties about love and acceptance.","1.069152","http://image.tmdb.org/t/p/w185//octHjRWfXNg5ZQm01nm2qdQpzin.jpg"
"2168","tt0087062",6814,"City Heat (1984)","Action|Comedy",16969,"False","Set in Kansas City in 1933, Eastwood plays a police lieutenant known simply by his last name, Speer. Reynolds plays a former cop turned private eye named Mike Murphy. Both Speer and Murphy served on the force together and were once good friends, but are now bitter enemies. When Murphy's partner is slain they team up again to fight the mob.","12.881025","http://image.tmdb.org/t/p/w185//ffrOlm7QpfmjoMZ13qBli7cSpyi.jpg"
"2169","tt0087072",26505,"Comfort and Joy (1984)","Comedy",30278,"False","Radio host Alan Bird witnesses how an icecream van is attacked and destroyed by angry competitors. This leads him into the struggle between two Italian families over the icecream market of Glasgow.","4.772901","http://image.tmdb.org/t/p/w185//1ANJvw6gfLOIG83YrYxg6N3Tiiu.jpg"
"2170","tt0087078",5040,"Conan the Destroyer (1984)","Action|Adventure|Fantasy",9610,"False","Based on a character created by Robert E. Howard, this fast-paced, occasionally humorous sequel to Conan the Barbarian features the hero (Arnold Schwarzenegger) as he is commissioned by the evil queen Taramis (Sarah Douglas) to safely escort a teen princess (Olivia D'Abo) and her powerful bodyguard (Wilt Chamberlain) to a far away castle to retrieve the magic Horn of Dagon. Unknown to Conan, the queen plans to sacrifice the princess when she returns and inherit her kingdom after the bodyguard kills Conan. The queen's plans fail to take into consideration Conan's strength and cunning and the abilities of his sidekicks: the eccentric wizard Akiro (Mako), the wild woman Zula (Grace Jones), and the inept Malak (Tracey Walter). Together the hero and his allies must defeat both mortal and supernatural foes in this voyage to sword-and-sorcery land.","10.151366","http://image.tmdb.org/t/p/w185//wLIpIZ0KBopuAsvPBQRSGNjjFVT.jpg"
"2171","tt0087089",4690,"Cotton Club, The (1984)","Crime|Musical",2148,"False","The story of the people that frequented Harlem's famous nightclubs, 'The Cotton Club', and those that ran it.","9.508061","http://image.tmdb.org/t/p/w185//q8Y86MbAgriwG9OZiomKCOTxrUM.jpg"
"2172","tt0087091",3110,"Country (1984)","Drama",42087,"False","Gilbert Ivy and his wife Jewell are farmers. They seem to be working against the odds, producing no financial surplus. Gilbert has lost hope of ever becoming prosperous, but his wife decides to fight for her family.","0.84372","http://image.tmdb.org/t/p/w185//1x0ZMJOadDz18Y9RcJZPe39deT3.jpg"
"2173","tt0087100",5276,"Crimes of Passion (1984)","Drama|Romance|Thriller",40814,"False","Joanna Crane lives a double life. During the day she works as fashion designer but during the night she is the high class prostitute China Blue. As she is accused for industrial spying, Bobby Grady is hired to shadow her. However, they fall in love.  Meanwhile a psychopathic preacher starts stalking her.","2.077602","http://image.tmdb.org/t/p/w185//aieVZZQqkro8xP32W3h474ETj3W.jpg"
"2174","tt0087130",4691,"Def-Con 4 (1985)","Action|Sci-Fi",42033,"False","Two men and a woman circle the globe in a satellite armed with a nuclear device. The third world war breaks out, and a few months later the satellite crashes. They survive the crash but one man gets killed by survivors and the other man gets caught. The woman stays by the remains of the the satellite but is soon caught by evil punks who have taken power.","1.064151","http://image.tmdb.org/t/p/w185//wmCLwtkwzrrphDhR1smtFLZrQxG.jpg"
"2175","tt0087150",114122,"Dim Sum: A Little Bit of Heart (1985)","Comedy",135418,"False","In San Francisco, an immigrant Chinese widow welcomes the new year with some unhappiness: she's 62 now, she wants to make a trip to China to pay last respects to her ancestors, a fortune teller has told her this is the year she'll die, and a daughter, Geraldine, remains unmarried. Geraldine does have a boyfriend, but she's not sure she's ready for marriage, and, anyway, he lives in Los Angeles and Geraldine doesn't want to leave her mother alone in her declining years. Mrs. Tan's cheerful brother-in-law tries to help out. Is there any solution that will enable Mrs. Tan to hold onto her culturally-influenced and deep-seated hopes, yet keep those hopes from suffocating Geraldine?","0.272989","http://image.tmdb.org/t/p/w185//hxpjL0VeCUsXJmLcHY5VIA6dZFi.jpg"
"2176","tt0087175",3770,"Dreamscape (1984)","Horror|Sci-Fi|Thriller",24099,"False","A government funded project looks into using psychics to enter people's dreams, with some mechanical help. When a subject dies in his sleep from a heart attack Alex Gardner becomes suspicious that another of the psychics is killing people in the dreams somehow and that is causing them to die in real life. He must find a way to stop the abuse of the power to enter dreams.","3.559119","http://image.tmdb.org/t/p/w185//hMHJcjNEC7mZx2rzeS1w19d1kR8.jpg"
"2177","tt0087182",2021,"Dune (1984)","Adventure|Sci-Fi",841,"False","In the year 10,191, the world is at war for control of the desert planet Dune – the only place where the time-travel substance 'Spice' can be found. But when one leader gives up control, it's only so he can stage a coup with some unsavory characters.","9.261189","http://image.tmdb.org/t/p/w185//ngUaHgSZGkKy1Izwjk7qwZLOC5A.jpg"
"2178","tt0087188",2897,"And the Ship Sails On (E la nave va) (1983)","Comedy|War",5622,"False","In 1914, a cruise ship sets sail from Naples to spread the ashes of beloved opera singer Edmea Tetua near Erimo, the isle of her birth. During the voyage, the eclectic array of passengers discovers a group of Serbian refugees aboard the vessel. Peace and camaraderie abound until the ship is descended upon by an Austrian flagship. The Serbians are forced to board it, but naturally they resist, igniting a skirmish that ends in destruction.","1.715072","http://image.tmdb.org/t/p/w185//daEKCPyuRpm5m97ej8mldo6Doip.jpg"
"2179","tt0087197",26509,"Electric Dreams (1984)","Comedy|Drama|Romance|Sci-Fi",19596,"False","Miles buys himself a state-of-the-art computer that starts expressing thoughts and emotions after a having champagne spilled down on him. Things start getting out of hand when both Miles and Edgar, how the computer calls himself, fall in love with Madeline, an attractive neighbour.","4.094509","http://image.tmdb.org/t/p/w185//8wPmd5UothUkQQ8jqjgQOj1DTc9.jpg"
"2180","tt0087222",5277,"Evil That Men Do, The (1984)","Action|Thriller",53426,"False","Professional killer Holland is forced out of retirement to break a Central American government's political torture ring when one of his friends, a Latin American journalist, is killed. The murderer, Doctor Clement Molloch, is the master sadist behind the political torture of innocent victims. Posing as a journalist, Holland lures Molloch out of his fortress-like headquarters by using his murdered friend's wife and daughter as bait. When Holland kidnaps Molloch's sister, the doctor is led on a wild chase that takes him to an abandoned opal mine where he finally comes face to face with Holland.","1.488663","http://image.tmdb.org/t/p/w185//A9xpPlb46mgHNpETfFyDAFa3SlR.jpg"
"2181","tt0087231",3169,"The Falcon and the Snowman (1985)","Crime|Drama|Thriller",26578,"False","The true story of a disillusioned military contractor employee and his drug pusher childhood friend who became walk-in spies for the Soviet Union.","4.690847","http://image.tmdb.org/t/p/w185//9bEjyzGYqtUfnKt7DSRac3U48km.jpg"
"2182","tt0087262",3708,"Firestarter (1984)","Horror|Thriller",11495,"False","As youths, Andy McGee (David Keith) and his future wife, Vicky (Heather Locklear), participated in secret experiments, allowing themselves to be subjected to mysterious medical tests. Years later, the couple's daughter, Charlie (Drew Barrymore), begins to exhibit the ability of setting fires solely with her mind. This volatile talent makes the youngster extremely dangerous and soon she becomes a target for the enigmatic agency known as ""The Shop.""","7.048087","http://image.tmdb.org/t/p/w185//nIo0DYQ7mcRLYUuihN4gao9Xupj.jpg"
"2183","tt0087263",110858,"Firstborn (1984)","Drama|Thriller",54752,"False","Because he's the oldest, Jake has been the man of the house, since his parents divorce. When Mom starts seeing Sam, who always seems to be trying some new way to get rich quick, and declares he's the man of the house now, Jake puts up with it. Until he discovers Sam's illegal activities.","1.90619","http://image.tmdb.org/t/p/w185//2ePEgvS5Cj0k6d6ewFjQIZQizY8.jpg"
"2184","tt0087265",3308,"Flamingo Kid, The (1984)","Comedy|Drama",25010,"False","Brooklyn teenager Jeffrey Willis, thoroughly unhappy with his modest homestead, embraces the other-world aspects of his summer job at the posh Flamingo Club. He spurns his father in favor of the patronage of smooth-talking Phil Brody and is seduced by the ample bikini charms of club member Carla Samson. But thanks to a couple of late-summer hard lessons, the teen eventually realizes that family should always come first.","4.418591","http://image.tmdb.org/t/p/w185//wj6Df9ojtFi8v40Ipr2RuCxv9iC.jpg"
"2185","tt0087277",3791,"Footloose (1984)","Drama",1788,"False","When teenager Ren and his family move from big-city Chicago to a small town in the West, he's in for a real case of culture shock.","10.403992","http://image.tmdb.org/t/p/w185//79iEen28ai1rsXvOVWRJuHrsexO.jpg"
"2186","tt0087298",1977,"Friday the 13th Part IV: The Final Chapter (1984)","Horror",9730,"False","After the Crystal Lake Massacres, Jason is pronounced dead and taken to the hospital morgue, where he is mysteriously revived, allowing his diabolical killing spree to continue at the camp where the gruesome slaughtering began. But this time, in addition to terrified teenagers, he meets a young boy named Tommy who has a special talent for horror masks and make up, leading up to a horrifying, bloody battle! Has Jason finally met his match?","10.175913","http://image.tmdb.org/t/p/w185//p5wiO9KgZH78Kvo1L6dPz8uECJ9.jpg"
"2187","tt0087332",2716,"Ghostbusters (a.k.a. Ghost Busters) (1984)","Action|Comedy|Sci-Fi",620,"False","After losing their academic posts at a prestigious university, a team of parapsychologists goes into business as proton-pack-toting ""ghostbusters"" who exterminate ghouls, hobgoblins and supernatural pests of all stripes. An ad campaign pays off when a knockout cellist hires the squad to purge her swanky digs of demons that appear to be living in her refrigerator.","22.089729","http://image.tmdb.org/t/p/w185//3FS3oBdorgczgfCkFi2u8ZTFfpS.jpg"
"2188","tt0087344",2364,"Godzilla 1985: The Legend Is Reborn (Gojira) (Godzilla) (Return of Godzilla, The) (1984)","Action|Horror|Sci-Fi|Thriller",39256,"False","Originally released in Japan as ""The Return of Godzilla""  in 1984, this is the heavily re-edited, re-titled ""Godzilla 1985"".  Adding in new footage of Raymond Burr, this 16th Godzilla film ignores all previous sequels and serves as a direct follow-up to the 1956 ""Godzilla King of the Monsters"", which also featured scenes with Burr edited into 1954's ""Godzilla"". This film restores the darker tone of the original, as we witness the nuclear destruction of giant lizard terrorizing Japan.","2.894009","http://image.tmdb.org/t/p/w185//wWQmEv8UiGckO4lHyNtOX8tSCQy.jpg"
"2189","tt0087363",2003,"Gremlins (1984)","Comedy|Horror",927,"False","When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.","11.333125","http://image.tmdb.org/t/p/w185//gXDHxQ92qyF6LUYwn6xuK2L8TYW.jpg"
"2190","tt0087365",6991,"Greystoke: The Legend of Tarzan, Lord of the Apes (1984)","Adventure|Drama|Romance",11002,"False","A shipping disaster in the 19th Century has stranded a man and woman in the wilds of Africa. The lady is pregnant, and gives birth to a son in their tree house. Soon after, a family of apes stumble across the house and in the ensuing panic, both parents are killed. A female ape takes the tiny boy as a replacement for her own dead infant, and raises him as her son. Twenty years later, Captain Phillippe D'Arnot discovers the man who thinks he is an ape. Evidence in the tree house leads him to believe that he is the direct descendant of the Earl of Greystoke, and thus takes it upon himself to return the man to civilization.","4.627865","http://image.tmdb.org/t/p/w185//1h56gmvKPma5c26McNisga1B2pG.jpg"
"2191","tt0087425",6628,"Hot Dog... The Movie (1984)","Comedy",21989,"False","When a hopeful young American hot-dogger goes pole-to-pole with an arrogant Austrian pro, the snow really starts to fly! But as hot as it is on the mountain, it gets even hotter off when the pro's ex-girlfriend (Tweed) sets her eyes on the new blood. Who'll win the competition and the girl? Only a race to end all races can determine which skier can really cut the mustard!","2.029222","http://image.tmdb.org/t/p/w185//vo85542uvH1iaMbDMMlTS4MjwmB.jpg"
"2192","tt0087428",4692,"Hotel New Hampshire, The (1984)","Drama",11308,"False","The film talks about a family that weathers all sorts of disasters and keeps going in spite of it all. It is noted for its wonderful assortment of oddball characters.","2.895566","http://image.tmdb.org/t/p/w185//vgT2qf9re4XrC6OrZ2eEY4o4aTC.jpg"
"2193","tt0087451",26513,"Ice Pirates, The (1984)","Action|Adventure|Comedy|Sci-Fi",10179,"False","The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets.","3.291281","http://image.tmdb.org/t/p/w185//wDnPJkkBDLqnwZKkPZoWptgOz9U.jpg"
"2194","tt0087469",2115,"Indiana Jones and the Temple of Doom (1984)","Action|Adventure|Fantasy",87,"False","After arriving in India, Indiana Jones is asked by a desperate village to find a mystical stone. He agrees – and stumbles upon a secret cult plotting a terrible plan in the catacombs of an ancient palace.","15.802306","http://image.tmdb.org/t/p/w185//f2nTRKk2zGdUTE7tLJ5EGGSuKA6.jpg"
"2195","tt0087507",5568,"Johnny Dangerously (1984)","Comedy",16806,"False","Set in the 1930s, an honest, goodhearted man is forced to turn to a life of crime to finance his neurotic mother's skyrocketing medical bills.","4.063135","http://image.tmdb.org/t/p/w185//vTm2PygQZLLsK6AsKJJfmVqYho9.jpg"
"2196","tt0087538",2420,"Karate Kid, The (1984)","Drama",1885,"False","Hassled by the school bullies, Daniel LaRusso has his share of adolescent woes. Luckily, his apartment building houses a resident martial arts master: Kesuke Miyagi, who agrees to train Daniel ... and ends up teaching him much more than self-defense. Armed with newfound confidence, skill and wisdom, Daniel ultimately faces off against his tormentors in this hugely popular classic underdog tale.","7.64499","http://image.tmdb.org/t/p/w185//5kKor5pZ3ov08CAstSyk7FGDKVN.jpg"
"2197","tt0087544",7099,"Nausicaä of the Valley of the Wind (Kaze no tani no Naushika) (1984)","Adventure|Animation|Drama|Fantasy|Sci-Fi",81,"False","After a global war, the seaside kingdom known as the Valley Of The Wind remains one of the last strongholds on Earth untouched by a poisonous jungle and the powerful insects that guard it. Led by the courageous Princess Nausicaa, the people of the Valley engage in an epic struggle to restore the bond between humanity and Earth.","11.267366","http://image.tmdb.org/t/p/w185//hnYowHwLq0iUWriAHtiiCWsI2dP.jpg"
"2198","tt0087553",1299,"Killing Fields, The (1984)","Drama|War",625,"False","The Killing Fields tells the real life story of a friendship between two journalists, an American and a Cambodian, during the bloody Khmer Rouge takeover of Cambodia in 1975, which lead to the death of 2-3 million Cambodians during the next four years, until Pol Pot's regime was toppled by the intervening Vietnamese in 1979.","11.460364","http://image.tmdb.org/t/p/w185//pzSdpgnjJi79UboweTlFDQmRq7M.jpg"
"2199","tt0087597",8633,"Last Starfighter, The (1984)","Action|Adventure|Comedy|Sci-Fi",11884,"False","A video game expert Alex Rogan finds himself transported to another planet after conquering The Last Starfighter video game only to find out it was just a test. He was recruited to join the team of best Starfighters to defend their world from the attack.","5.984133","http://image.tmdb.org/t/p/w185//an1H0DPADLDlEsiUy8vE9AWqrhm.jpg"
"2200","tt0087688",2397,"Mass Appeal (1984)","Drama",110643,"False","A young seminarian rattles the established order at a Catholic parish run by an older pastor. (TCM.com)","0.582317","http://image.tmdb.org/t/p/w185//yyCXkzmi8jChDD6qSmhD2QVs1E.jpg"
"2201","tt0087700",3041,"Meatballs Part II (1984)","Comedy",40771,"False","The second in-name-only sequel to the first Meatballs summer camp movie sets us at Camp Sasquash where the owner Giddy tries to keep his camp open after it's threatened with foreclosure after Hershey, the militant owner of Camp Patton located just across the lake, wants to buy the entire lake area to expand Camp Patton. Giddy suggests settling the issue with the traditional end-of-the-summer boxing match over rights to the lake. Meanwhile, a tough, inner city punk, nicknamed Flash, is at Camp Sasquash for community service as a counselor-in-training where he sets his sights on the naive and intellectual Cheryl, while Flash's young charges befriend an alien, whom they name Meathead, also staying at the camp for the summer.","1.475532","http://image.tmdb.org/t/p/w185//pggJQTmfAXaQEnyQbY1N7PLCpp2.jpg"
"2202","tt0087722",2945,"Mike's Murder (1984)","Mystery",31043,"False","Betty has a crush on her tennis coach Mike. He keeps on promising to call, but never does – she doesn’t know that he’s a little dealer. After a failed deal in someone else’s district he has to disappear for three months. He contacts Betty again, but she waits in vain – he’s killed before they meet. Now she tries to find out what happened, asks around among his friends. This leads her right into the drug scenery.","0.855695","http://image.tmdb.org/t/p/w185//yX9n7XHMR6prb2GlaEfDoSFjhZA.jpg"
"2203","tt0087727",3766,"Missing in Action (1984)","Action|War",15379,"False","American servicemen are still being held captive in Vietnam and it's up to one man to bring them home in this blistering, fast-paced action/adventure starring martial arts superstar Chuck Norris.Following a daring escape from a Vietnamese POW camp, Special Forces Colonel James Braddock (Norris) is on a mission to locate and save remaining MIAs.","6.241185","http://image.tmdb.org/t/p/w185//53BrEmZaQEsNIiBNX8L8yJES1r.jpg"
"2204","tt0087747",4971,"Moscow on the Hudson (1984)","Comedy|Drama",23111,"False","A Russian circus visits the US. A clown wants to defect, but doesn't have the nerve. His saxophone playing friend however comes to the decision to defect in the middle of Bloomingdales. He is befriended by the black security guard and falls in love with the Italian immigrant from behind the perfume counter. We follow his life as he works his way through the American dream and tries to find work as a musician.","4.021828","http://image.tmdb.org/t/p/w185//6LODk3Bxr7O3EHwaJY1dB2FQ8y3.jpg"
"2205","tt0087751",5061,"Mrs. Soffel (1984)","Drama|Romance",31955,"False","Based on a true story, Mrs. Soffel is set in Pittsburgh near the dawn of the 20th century.  Peter Soffel (Edward Herrmann) is the warden of a top security prison, and his wife Kate (Diane Keaton) often comes by to read the Bible aloud to the inmates, despite her fragile health.  While making her rounds, she makes the acquaintance of the Biddle Brothers, Ed (Mel Gibson) and Jack (Matthew Modine), who are sentenced to death for murder and robbery.  Ed has become something of a celebrity thanks to his letter-writing campaign, in which he appeals in the letter-to-the-editor columns of the popular press to stay the execution of his brother and himself.  His good looks, intelligence, and charm make a strong impression on Kate, whose marriage offers her little excitement.  In time, Kate finds herself falling in love with Ed, and she discovers that she's unexpectedly receptive to his suggestion that she help him escape.","1.893822","http://image.tmdb.org/t/p/w185//vjTD6WkHqJhsor0AGRhcTPuJunN.jpg"
"2206","tt0087755",3398,"Muppets Take Manhattan, The (1984)","Children|Comedy|Musical",11899,"False","When the Muppets graduate from Danhurst College, they take their song-filled senior revue to New York City, only to learn that it isn't easy to find a producer who's willing to back a show starring a frog and a pig. Of course, Kermit the Frog and Miss Piggy won't take no for an answer, launching a search for someone to take them to Broadway.","5.89335","http://image.tmdb.org/t/p/w185//xLPAUmA5x7BGp7GAzCqET5Asjg9.jpg"
"2207","tt0087781",3098,"Natural, The (1984)","Drama",11393,"False","An unknown middle-aged batter named Roy Hobbs with a mysterious past appears out of nowhere to take a losing 1930s baseball team to the top of the league in this magical sports fantasy. With the aid of a bat cut from a lightning struck tree, Hobbs lives the fame he should have had earlier when, as a rising pitcher, he is inexplicably shot by a young woman.","12.319855","http://image.tmdb.org/t/p/w185//f1iPiQoYbQ40XsJHPyMIiBmSrDB.jpg"
"2208","tt0087799",2613,"Night of the Comet (1984)","Comedy|Horror|Sci-Fi",18462,"False","Two girls from the Valley wake up to find that a passing comet has eradicated their world and left behind a mysterious red-dust and a pack of cannibal mutants. With the help of a friendly truck driver, the girls save the earth from a villainous ""think tank,"" karate chop their way through flesh-eating zombies, and, of course, find time to go to the mall.","4.947043","http://image.tmdb.org/t/p/w185//zYGwNFXeGr5pqD1hvBYJjYLsBxL.jpg"
"2209","tt0087800",1347,"Nightmare on Elm Street, A (1984)","Horror|Thriller",377,"False","Teenagers in a small town are dropping like flies, apparently in the grip of mass hysteria causing their suicides. A cop's daughter, Nancy Thompson (Heather Langenkamp) traces the cause to child molester Fred Krueger (Robert Englund), who was burned alive by angry parents many years before. Krueger has now come back in the dreams of his killers' children, claiming their lives as his revenge. Nancy and her boyfriend, Glen (Johnny Depp), must devise a plan to lure the monster out of the realm of nightmares and into the real world...","13.694713","http://image.tmdb.org/t/p/w185//sXFlyjfWv544uKOJmPd2vVsaFm9.jpg"
"2210","tt0087803",2117,"1984 (Nineteen Eighty-Four) (1984)","Drama|Sci-Fi",9314,"False","George Orwell's novel of a totalitarian future society in which a man whose daily work is rewriting history tries to rebel by falling in love.","11.513066","http://image.tmdb.org/t/p/w185//asqIqgy3lywRhrVv6WCdcofNWH1.jpg"
"2211","tt0087810",2257,"No Small Affair (1984)","Comedy|Romance",44772,"False","The 16 years old amateur photographer Charles accidentally takes a photo of Laura - and falls in love with her, when he develops the picture. He finds out that she works as singer in a bar, but is about to be thrown out. Although rejected at first by the 23 years old, he wants to help her and starts an ad campaign behind her back... with unexpected results.","8.895355","http://image.tmdb.org/t/p/w185//s2VU2KPRZrLOvvALKo2Y39Z2SbL.jpg"
"2212","tt0087843",1227,"Once Upon a Time in America (1984)","Crime|Drama",311,"False","A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life.","32.182851","http://image.tmdb.org/t/p/w185//fqP3Q7DWMFqW7mh11hWXbNwN9rz.jpg"
"2213","tt0087884",1305,"Paris, Texas (1984)","Drama|Romance",655,"False","A man wanders out of the desert not knowing who he is. His brother finds him, and helps to pull his memory back of the life he led before he walked out on his family and disappeared four years earlier.","11.635837","http://image.tmdb.org/t/p/w185//vbtDskCLmlDKtzpqdiJYszBhKY2.jpg"
